entrez	cytoband	symbol
100129224	9q13	LOC100129224
100129227	12q14.1	RPS6P22
100129229	Xq27.3	HNRNPCP10
100129231	Xq25	HSPA8P20
100129234	2q14.2	RPL27P7
100129237	8q12.1	NPM1P21
100129239	Xq27.3	CXorf51A
100129243	1q41	RPS15AP12
100129245	4q35.1	LOC100129245
100129248	9p24.1	PDSS1P1
100129250	9p21.1	SMIM27
100129251	9p21.1	FTLP4
100129254	22q11.21	LOC100129254
100129256	15q22.2	NMNAT1P5
100129259	13q32.1	BRD7P5
100129260	13q31.3	RPL7L1P1
100129262	22q11.21	LOC100129262
100129265	19p12	LOC100129265
100129269	1p13.2	LINC01160
100129271	1q21.3	C1orf68
100129272	Xq13.2	TOMM20P4
100129274	1q31.1	LOC100129274
100129276	7p11.2	LOC100129276
100129277	Xp11.22	TPMTP3
100129278	2p24.1	TDRD15
100129279	5q13.2	RPS27P14
100129283	5q14.3	LDHBP3
100129284	Xp11.4	RPS15AP39
100129288	Xq11.2	MORF4L1P5
100129291	Xq13.1	LOC100129291
100129293	7q11.21	LOC100129293
100129295	1q25.3	RPL22P24
100129297	3q13.2	LOC100129297
100129298	Xq21.2	TPMTP4
100129306	13q12.13	RPS20P32
100129307	13q22.3	LOC100129307
100129308	13q21.1	DNAJA1P1
100129310	2q35	RPL31P14
100129315	16p11.2	VN1R66P
100129316	9q22.2	LOC100129316
100129319	9q31.2	SLC25A6P5
100129320	1p21.2	HMGB3P10
100129321	7p14.1	LOC100129321
100129325	1p31.1	HNRNPA1P64
100129329	16p12.3	SNRPEP3
100129331	9q13	RAB28P2
100129332	9q32	RPL29P20
100129337	10p12.31	EIF4BP2
100129339	16p13.3	TPSP1
100129340	9q22.1	LOC100129340
100129344	4p16.1	LOC100129344
100129345	14q32.2	LINC02291
100129347	9q22.2	LINC00484
100129348	1p22.3	CDCA4P2
100129351	16p11.1	AGGF1P4
100129352	9q34.11	LOC100129352
100129354	3p21.31	NRADDP
100129355	18p11.31	BOD1P2
100129357	17q25.3	RPL9P29
100129358	22q11.23	LOC100129358
100129361	12p13.2	SMIM10L1
100129367	8q24.23	LOC100129367
100129368	Xq27.3	HNRNPH1P2
100129370	8q23.2	NDUFB9P3
100129374	5q23.1	RPL18P3
100129375	2q22.1	LOC100129375
100129377	8q22.3	RPL23P9
100129379	9p13.3	RPS29P17
100129381	1p36.33	LOC100129381
100129382	11p14.3	THAP12P4
100129384	11p11.12	LOC100129384
100129385	9p22.3	C9orf92
100129387	15q21.2	GABPB1-AS1
100129391	19p13.2	LOC100129391
100129394	19p13.13	RPL12P42
100129396	17p11.2	FAM106CP
100129398	8p12	LPGAT1P1
100129401	7q31.32	LYPLA1P1
100129402	1q24.2	HAUS4P1
100129403	3q26.1	EEF1GP4
100129404	8p21.2	LOC100129404
100129405	1q22	MSTO2P
100129407	Xq13.1	FAM236A
100129418	2p22.2	RPL31P16
100129421	1q25.3	RPL18P2
100129422	6q22.31	LOC100129422
100129423	3q26.32	EI24P1
100129424	7q22.1	RPL19P12
100129427	7p12.1	DDC-AS1
100129428	1p13.3	RANP5
100129434	2p16.1	LOC100129434
100129438	Xq11.1	ZFRP1
100129452	13q13.2	GAMTP2
100129454	5q33.3	SNRPEP1
100129455	2q31.1	LOC100129455
100129456	2q31.1	LOC100129456
100129457	5q35.3	LOC100129457
100129459	13q31.1	PWWP2AP1
100129460	7p14.3	DPY19L1P1
100129461	6p25.1	LYRM4-AS1
100129464	Xp22.33	LINC01546
100129468	18p11.31	BOD1P1
100129471	11q22.1	LOC100129471
100129472	11q14.2	PTP4A1P6
100129478	16p13.3	LOC100129478
100129480	3p25.2	MKRN2OS
100129482	10q11.21	ZNF37BP
100129483	Xp22.2	LOC100129483
100129484	7p22.1	LOC100129484
100129487	Xp22.33	RPL24P9
100129492	1p34.1	LOC100129492
100129497	1p34.3	LOC100129497
100129503	17q25.3	LOC100129503
100129507	19q12	MAN1A2P1
100129512	8q22.3	POU5F1P2
100129515	Xq26.3	ETDB
100129516	3q29	LINC02012
100129517	7q36.3	RPL26P23
100129518	6q25.3	SOD2-OT1
100129520	Xq25	TEX13C
100129526	5q23.1	LOC100129526
100129527	8q21.11	LOC100129527
100129528	12q24.33	MUC8
100129534	1p36.32	LOC100129534
100129540	15q25.1	LOC100129540
100129542	17q23.1	RPS29P21
100129543	19p12	ZNF730
100129550	3q21.1	LINC02035
100129552	10q23.2	RPS26P38
100129553	7q22.3	RPL13AP16
100129554	6q24.1	LOC100129554
100129555	3q11.1	HMGN1P7
100129556	18q11.2	RPS10P27
100129557	3p12.2	HNRNPA3P8
100129561	10q21.3	MYL6P3
100129564	5q14.3	PTP4A1P4
100129566	5q13.3	SNRPCP2
100129570	1q31.3	PEBP1P3
100129573	1q25.3	LOC100129573
100129574	5q11.2	LOC100129574
100129575	1q25.3	MR1P1
100129577	6q24.1	LOC100129577
100129583	4q21.1	FAM47E
100129584	18q21.33	RPL17P44
100129586	1q21.2	LOC100129586
100129587	7q11.21	VN1R34P
100129589	12q21.31	LOC100129589
100129591	12q24.31	RPL29P24
100129594	2q23.2	FAM8A3P
100129595	13q12.13	PRUNEP1
100129597	13q14.2	LINC00462
100129599	7p14.3	RPS29P14
100129601	9q21.13	LOC100129601
100129603	7p22.2	LOC100129603
100129604	10p11.1	PABPC1P12
100129606	7p15.2	HNRNPA1P73
100129607	11q12.1	LOC100129607
100129611	1p36.21	PRAMEF31P
100129616	6p22.3	LOC100129616
100129617	16q23.3	LOC100129617
100129618	3p25.1	THAP5P2
100129620	1p21.3	LOC100129620
100129622	10q11.21	RSU1P1
100129626	6p25.2	LOC100129626
100129627	16p11.1	PPP1R1AP2
100129629	11q14.1	EIF2S2P6
100129631	16p11.2	IGHV2OR16-5
100129634	7p21.3	RPL9P19
100129636	6p22.1	LOC100129636
100129640	12p13.2	DDX55P1
100129641	12p13.31	BTG1P1
100129643	22q11.23	POM121L11P
100129645	12p13.32	RPL18P9
100129646	12p11.22	LOC100129646
100129647	22q13.33	RPL5P35
100129649	12q21.2	PGDP2
100129650	19q13.11	RPS26P55
100129654	8q13.1	TCF24
100129657	3q29	RPL17P18
100129661	Xq28	LOC100129661
100129662	Xq26.3	FGF13-AS1
100129664	1q41	PRELID3BP1
100129667	8q11.23	LOC100129667
100129669	9p21.3	IZUMO3
100129670	11p12	RPL18P8
100129672	11p11.12	LOC100129672
100129682	19p13.2	LOC100129682
100129683	17p11.1	LOC100129683
100129685	17p13.2	RPL21P125
100129687	15q13.1	LOC100129687
100129690	1q23.1	RAD1P2
100129692	Xq12	EIF4BP9
100129693	4q22.1	LOC100129693
100129694	6q16.3	R3HDM2P2
100129696	3q22.1	TFP1
100129697	16q24.3	LOC100129697
100129706	6q23.2	HMGB1P13
100129707	3q13.33	LOC100129707
100129708	Xp11.22	IPO7P1
100129714	4q25	RCC2P8
100129716	5q14.3	ARRDC3-AS1
100129718	2p21	RPS13P3
100129722	9q34.3	STPG3-AS1
100129723	Xq23	HMGB1P12
100129724	2p23.3	LOC100129724
100129725	3q28	LOC100129725
100129726	2p21	LINC01126
100129727	3q21.3	TMED10P2
100129728	4q12	LOC100129728
100129731	10q23.33	RAB11AP1
100129732	10q25.2	RPS6P15
100129734	1q25.2	LOC100129734
100129736	3q11.2	CDV3P1
100129738	1q23.3	SETP9
100129739	12q24.13	DYNLL1P4
100129742	2q24.2	RPS3AP13
100129743	2q33.2	RPL7P14
100129755	6p22.1	RSL24D1P1
100129761	6p24.1	AMD1P4
100129769	18p11.22	AKR1B1P6
100129772	6p22.1	TMPOP1
100129774	18p11.32	LOC100129774
100129776	1p36.23	LOC100129776
100129777	14q11.2	BNIP3P6
100129779	11q13.3	LOC100129779
100129781	16p13.12	MIR193BHG
100129782	14q23.2	ATP5A1P4
100129784	6p12.1	RPL17P26
100129792	5p12	CCDC152
100129793	9q33.2	TLK1P1
100129794	14q13.3	SLC25A21-AS1
100129795	11q13.4	NPM1P50
100129796	19q13.43	RPL13P13
100129799	12q13.11	RPL13AP21
100129800	19q13.11	ZNF807
100129801	17q25.3	RPL12P37
100129808	3q29	RPL24P6
100129813	Xq26.3	CT45A11P
100129815	8q23.1	PGAM1P13
100129818	Xq23	LOC100129818
100129819	2q21.1	RPL22P7
100129824	7q36.3	PIP5K1P2
100129827	11p15.4	MRVI1-AS1
100129830	15q21.1	LOC100129830
100129836	13q34	COL4A2-AS2
100129842	19p12	ZNF737
100129843	Xq21.1	LOC100129843
100129844	6q24.1	LOC100129844
100129845	7q22.1	PCOLCE-AS1
100129847	6q15	LOC100129847
100129851	Xp11.4	LOC100129851
100129853	10q21.3	DNAJC19P1
100129854	6q16.3	LOC100129854
100129856	7q34	RPL37AP5
100129858	4q31.1	SCOC-AS1
100129861	8p23.2	RSL24D1P7
100129863	2p12	SUCLA2P2
100129866	1q23.1	EI24P2
100129867	18q21.33	RPL30P14
100129871	7q21.3	GRPEL2P3
100129878	18q21.1	LOC100129878
100129880	12q23.2	NENFP2
100129882	12q24.11	RPL31P49
100129902	4p15.2	RPS29P11
100129905	11q23.3	RPS27P19
100129917	4p16.3	LOC100129917
100129919	1p32.3	HMGB1P45
100129920	11q13.4	HNRNPA1P40
100129921	6p21.33	RPL15P4
100129923	14q11.2	LOC100129923
100129924	1p34.2	TMEM269
100129926	1p36.11	RPL12P13
100129928	14q23.2	RPL31P5
100129929	3p25.2	NUP210P2
100129930	6p12.1	RPL10P10
100129931	4p16.1	LOC100129931
100129933	11q12.1	GLYATL1P2
100129934	6p21.1	RPL34P14
100129935	19q13.2	LOC100129935
100129937	12p12.1	KNOP1P1
100129939	22q13.31	RPS10P31
100129940	12q14.3	LOC100129940
100129941	12q14.2	RSL24D1P5
100129942	15q26.1	LOC100129942
100129947	Xq25	LOC100129947
100129948	1q32.3	LOC100129948
100129949	1q43	LOC100129949
100129952	1q43	RPL39P10
100129955	2q22.2	LOC100129955
100129956	Xq28	LOC100129956
100129957	4q34.1	LOC100129957
100129958	6q26	KRT8P44
100129959	5q22.3	AK3P4
100129960	8q13.3	SDCBPP2
100129961	2q21.3	CCNT2-AS1
100129966	11p15.1	LOC100129966
100129969	9p13.3	FAM205C
100129972	15q22.2	NPM1P47
100129973	15q21.2	CERNA1
100129975	19p13.2	RPL10P15
100129976	19p12	BRI3BPP1
100129982	2p21	RPL12P19
100129983	4q12	UBE2CP3
100129989	3q13.13	LOC100129989
100129991	2p12	RPL38P2
100129994	Xq11.2	GRPEL2P2
100129995	2p23.2	LINC01460
100129996	6q25.2	LOC100129996
100129997	Xp11.21	LOC100129997
100129998	10q25.3	RPL5P27
10013	Xp11.23	HDAC6
100130001	5q11.2	LOC100130001
100130002	3q21.1	HNRNPA1P23
100130003	18q21.2	SNRPGP2
100130006	1q25.2	EIF4A1P11
100130009	2p13.1	HMGA1P8
100130011	3q25.2	SYPL1P1
100130014	9q34.3	SETP5
100130015	16q24.3	URAHP
100130017	4q13.2	FTLP10
100130018	1q21.1	LOC100130018
100130026	2q33.1	LOC100130026
100130027	8q24.3	LOC100130027
100130029	13q12.12	HMGA1P6
100130034	1p21.2	RPL36AP12
100130035	Xp22.13	LOC100130035
100130038	11q14.3	OSBPL9P2
100130042	5p13.1	MTHFD2P6
100130043	11q14.2	SETP17
100130044	16q13	LOC100130044
100130048	14q24.3	LOC100130048
100130049	9q21.33	LOC100130049
100130052	Xp21.3	LOC100130052
100130059	16p11.1	VN1R70P
100130060	16q21	GNPATP
100130063	5p15.31	LOC100130063
100130064	3p22.1	EIF4BP4
100130066	11q14.1	RPL9P22
100130067	4p15.32	HPRT1P1
100130070	4p15.2	RPS27P13
100130072	4p16.1	LOC100130072
100130073	12p13.2	IQSEC3P2
100130074	12p13.31	KRT17P8
100130075	12q15	LOC100130075
100130079	22q12.2	RFPL4AP6
100130086	Xq28	HSFX2
100130088	5q33.2	LOC100130088
100130090	Xq24	SFR1P1
100130099	1q43	MIPEPP2
100130102	2q14.3	LOC100130102
100130105	11p11.12	TRIM51CP
100130106	17q23.2	RPS23P7
100130108	19p12	ZNF849P
100130109	19p13.3	SNRPEP4
100130110	17p12	ZSWIM5P1
100130111	15q13.1	LOC100130111
100130114	17q12	LOC100130114
100130117	13q31.1	DDX6P2
100130119	13q13.3	LAMTOR3P1
100130121	7p11.2	LOC100130121
100130134	Xq21.31	LOC100130134
100130137	1q31.2	LOC100130137
100130139	3p22.2	UBE2D3P2
100130148	17q21.31	MAPT-IT1
100130155	8q12.3	MIR124-2HG
100130158	8q24.13	KNOP1P5
100130167	13q32.2	NUS1P4
100130170	Xq26.1	LOC100130170
100130171	2q31.1	LOC100130171
100130172	5q31.2	LOC100130172
100130176	Xq22.2	LOC100130176
100130177	5q33.3	LOC100130177
100130178	4q31.21	LSM3P4
100130180	16q11.2	LOC100130180
100130183	Xq26.2	RPS24P19
100130187	7q33	TUBB3P2
100130190	Xq26.3	SRRM1P3
100130192	19q13.11	RPS12P31
100130196	1p31.3	HNRNPCP9
100130197	1p33	EFCAB14-AS1
100130203	11q14.3	LOC100130203
100130204	3p12.3	NIPA2P2
100130207	3p26.2	LOC100130207
100130209	2p12	LOC100130209
100130210	7p11.2	LOC100130210
100130211	Xq21.2	EEF1A1P29
100130225	8q13.3	RPL13P11
100130231	8q24.13	LINC00861
100130233	Xp21.1	NPM1P8
100130234	7p21.1	EEF1A1P27
100130235	1p21.3	KATNBL1P2
100130238	12q24.33	LOC100130238
100130239	9p21.3	UBA52P6
100130240	21q22.11	RPS5P2
100130247	18p11.32	COX6CP3
100130249	1q42.3	PP2672
100130251	1q41	NXNP1
100130253	10q23.31	RCBTB2P1
100130256	2q31.1	LOC100130256
100130259	Xq26.1	SALL4P2
100130260	5q32	EEF1GP2
100130264	20p11.23	LOC100130264
100130265	5q23.3	ARL2BPP4
100130268	12q21.1	LOC100130268
100130270	1p31.3	LOC100130270
100130274	8q24.3	CCDC166
100130275	6p24.3	TFAP2A-AS1
100130277	Yp11.2	CDC27P2
100130279	4q21.1	HMGB1P44
100130283	16p13.2	LOC100130283
100130286	3p24.1	RPL34P11
100130289	1q32.1	SNRPGP10
100130298	8q12.2	LOC100130298
100130299	8q11.21	LOC100130299
100130300	8q11.23	RPS27AP13
100130301	8q21.11	C8orf89
100130302	Xp22.11	SUPT20HL1
100130307	7p22.1	SPDYE19P
100130310	21q21.2	MSANTD2P1
100130311	17p13.2	C17orf107
100130313	13q32.3	RPS6P23
100130316	5q23.2	SELENOTP2
100130319	10q25.3	TAF9BP2
100130321	8p23.3	LOC100130321
100130326	3p12.1	LOC100130326
100130327	3p11.1	NDUFA5P5
100130329	18p11.21	LOC100130329
100130331	1q43	LOC100130331
100130335	3q13.33	NAP1L1P3
100130338	22q11.1	PABPC1P9
100130342	19q13.11	SCGB2B3P
100130345	3p14.2	LOC100130345
100130347	4q13.1	RPS6P5
100130348	11q13.1	TMEM262
100130353	11q23.3	LOC100130353
100130357	6p24.1	LOC100130357
100130359	Xp11.3	MED28P4
100130361	Xq13.1	CXorf49
100130368	17q24.3	SNRPGP4
100130370	17q25.3	LOC100130370
100130373	20q11.23	LOC100130373
100130374	20q13.12	RPL13P14
100130376	8q24.21	MTRF1LP2
100130383	1p13.2	HIGD1AP12
100130384	11p15.3	CENPUP1
100130386	13q34	LINC00552
100130388	2q13	EEF1E1P1
100130391	2q11.2	YWHAQP5
100130392	8p22	RPL9P20
100130394	5q35.1	LOC100130394
100130396	4q31.23	ATP5LP4
100130400	10q21.3	RPL21P92
100130402	6q22.33	B3GALNT2P1
100130403	6p12.1	LOC100130403
100130405	14q32.32	HMGB3P26
100130409	10q25.1	BTF3P15
100130417	1p36.33	LOC100130417
100130418	22q11.1	CECR7
100130435	Xq21.33	RPS7P13
100130437	15q22.31	LOC100130437
100130446	7q36.3	RPS27AP12
100130447	2q33.2	RPL12P16
100130448	8q24.13	MRS2P1
100130449	2q37.3	PP14571
100130450	2q37.3	RPL3P5
100130451	2q34	LOC100130451
100130452	2q33.1	LOC100130452
100130455	1p22.2	LOC100130455
100130459	4p16.3	LOC100130459
100130460	11p15.4	CAND1.11
100130461	Xp22.2	CBX1P4
100130462	13q21.1	HNF4GP1
100130466	1q42.13	NUCKS1P1
100130476	6q23.3	LOC100130476
100130480	18p11.31	LINC01387
100130481	3q28	CCT6P4
100130484	3q11.2	UBFD1P1
100130485	1q42.3	LOC100130485
100130487	18p11.21	LOC100130487
100130488	2q11.1	LOC100130488
100130490	19q13.43	TPRG1LP1
100130495	15q26.1	RPS12P26
100130497	1p31.3	LOC100130497
100130500	Xq21.33	LOC100130500
100130514	5q11.2	PGAM1P1
100130519	19p13.11	TMEM221
100130520	17q25.1	CD300H
100130522	18q23	PARD6G-AS1
100130523	2q34	RPL5P8
100130524	8q22.1	RPL6P23
100130528	5p13.3	SUCLG2P4
100130531	1p22.1	LOC100130531
100130532	4p14	LOC100130532
100130535	6q22.32	VIM2P
100130537	4q31.22	RPL31P26
100130539	10q11.21	C10orf142
100130548	9q34.2	LOC100130548
100130549	2q14.3	ISCA1P6
100130550	3q22.1	LOC100130550
100130555	12q21.32	RPL23AP68
100130557	1p34.2	NFYC-AS1
100130561	22q12.1	HMGB1P10
100130562	12q24.23	RPS2P5
100130564	9q22.33	SEPT7P7
100130566	16p13.3	EIF1P4
100130571	14q11.2	LOC100130571
100130572	7q21.11	RAD23BP2
100130574	5q11.2	LOC100130574
100130579	15q24.1	PHBP20
100130581	17q21.31	LINC00910
100130582	12p13.31	LOC100130582
100130584	19p13.3	CLIC4P2
100130587	20q13.33	LOC100130587
100130600	7q32.1	CICP14
100130602	16q12.1	LOC100130602
100130603	16p11.2	RBM22P13
100130606	6p21.1	NPM1P51
100130607	Xq26.3	LOC100130607
100130612	8p21.1	LOC100130612
100130613	Xq25	PRR32
100130618	7q31.32	LOC100130618
100130620	Xq26.3	LOC100130620
100130621	Xq26.3	RANP4
100130624	22q12.1	RPL15P22
100130626	1p31.3	ELOCP18
100130630	1p31.1	RPL23P3
100130631	12q23.3	EEF1B2P4
100130632	19q13.11	LOC100130632
100130636	9q21.32	SPATA31D2P
100130637	1q25.2	MORF4L1P7
100130639	5q13.1	LOC100130639
100130640	Xq11.2	YWHAZP7
100130649	2p11.2	LOC100130649
100130660	15q14	HNRNPA1P45
100130664	16q24.3	LOC100130664
100130671	9p21.3	IFNWP9
100130673	7p14.3	LOC100130673
100130674	4p15.1	LOC100130674
100130676	5p13.1	RPSAP38
100130677	13q21.31	NFYAP1
100130680	7q31.2	LOC100130680
100130682	2q23.1	LOC100130682
100130683	6q21	LOC100130683
100130684	Xq26.1	LOC100130684
100130687	5q23.1	FABP5P6
100130691	2q31.2	LOC100130691
100130693	2q21.1	ARHGAP42P2
100130698	10q22.3	LOC100130698
100130699	5q23.1	RSL24D1P10
100130700	16p11.1	TP53TG3HP
100130701	3q13.33	LOC100130701
100130704	7q32.3	LOC100130704
100130705	7q32.1	LOC100130705
100130708	22q13.31	ANP32BP2
100130714	1p34.1	LOC100130714
100130717	22q11.1	HDHD5-AS1
100130718	13q14.3	RPL34P26
100130719	1q23.3	UQCRBP2
100130721	7q11.21	RSL24D1P3
100130724	Xq12	LOC100130724
100130731	2p25.1	LOC100130731
100130733	5q12.1	LRRC70
100130742	8q21.3	LRRC69
100130744	5p15.2	LOC100130744
100130746	5p14.2	LOC100130746
100130747	11p14.3	LOC100130747
100130748	5p15.33	LOC100130748
100130750	9p13.3	RPS8P9
100130756	6p21.33	UQCRHP1
100130758	3q25.31	METTL15P1
100130760	3q21.3	LOC100130760
100130766	2q24.1	LOC100130766
100130771	7q22.3	EFCAB10
100130775	12q23.2	RPS27P23
100130776	12q14.1	AGAP2-AS1
100130778	12q24.33	LOC100130778
100130782	2p14	RPS15AP15
100130783	11q24.3	LOC100130783
100130785	3p24.3	SALL4P5
100130786	5q14.3	RPS3AP22
100130792	12p11.22	RPL29P27
100130794	17q11.2	NDUFS5P7
100130799	18q21.2	SRSF10P1
100130801	9p23	LOC100130801
100130802	1p22.1	RPL39P13
100130803	5p13.3	UBL5P1
100130820	6q23.2	CCNG1P1
100130821	3p12.2	OSBPL9P1
100130823	3q22.1	RPS17P9
100130827	19q13.42	SBK3
100130841	2p24.1	LOC100130841
100130842	2p22.3	LOC100130842
100130843	Xq21.1	SPRYD7P1
100130848	Yp11.2	TSPY20P
100130849	7p11.2	LOC100130849
100130854	19p13.2	LOC100130854
100130855	15q22.31	USP3-AS1
100130861	8q11.1	LOC100130861
100130866	9p21.3	IFNWP15
100130871	9p13.1	ARMC8P1
100130872	4p16.3	LOC100130872
100130873	9p24.2	CARM1P1
100130879	10q22.3	ZNRF2P3
100130880	7q33	LOC100130880
100130881	10q11.21	LOC100130881
100130887	10q26.13	ATE1-AS1
100130889	6p21.33	PSORS1C3
100130890	6q16.2	TSTD3
100130891	8p21.1	LOC100130891
100130892	7q31.1	RPL7P32
100130894	16q22.1	VAC14-AS1
100130898	3q26.33	FLYWCH1P1
100130899	22q13.1	LOC100130899
100130909	7p11.2	LOC100130909
100130922	Xq21.1	RPL22P22
100130923	11q14.2	PSMA2P1
100130929	17q21.33	RPL5P33
100130932	19p13.12	SNRPGP15
100130933	17q25.1	SMIM6
100130934	20q13.12	ZNF663P
100130935	Xq28	CSAG4
100130936	20q12	ADI1P1
100130950	17p13.2	LOC100130950
100130954	9q34.3	LINC01502
100130958	16q23.1	SYCE1L
100130962	10q22.1	ATP5G1P7
100130963	3q11.2	RPL38P4
100130964	8p11.22	LOC100130964
100130967	6q25.3	C6orf99
100130968	5q23.1	RPL7L1P4
100130970	10q23.33	CTBP2P2
100130972	7q34	PPP1R2P6
100130980	9q31.1	RPS2P35
100130983	10p15.1	RPL26P28
100130987	11q13.2	LOC100130987
100130988	7p12.2	SPATA48
100130990	5q11.2	LOC100130990
100130992	10p12.31	LOC100130992
100130994	6p22.3	UQCRFS1P3
100130995	4q25	ZNF969P
100130996	1q25.3	YPEL5P1
100131011	18q22.1	LOC100131011
100131012	7q36.1	YBX1P4
100131013	8q12.1	LOC100131013
100131017	7p22.1	ZNF316
100131020	11p12	RPL9P23
100131027	13q21.1	SLC25A5P4
100131029	Xq23	LOC100131029
100131031	6p21.2	ANKRD18EP
100131033	5q33.2	PPIGP1
100131036	18p11.21	HMGB3P28
100131038	4q32.1	LOC100131038
100131041	6q24.2	LOC100131041
100131046	16p12.3	SALL4P3
100131047	6p21.2	LOC100131047
100131051	2q32.1	MED28P3
100131055	12q21.32	RPS4XP15
100131060	1p32.1	LINC01135
100131065	7q11.21	VN1R38P
100131067	5q14.1	CKMT2-AS1
100131069	Xq13.1	LOC100131069
100131072	Xq21.33	LOC100131072
100131078	11q14.2	LOC100131078
100131080	16p13.2	LOC100131080
100131083	3p14.3	RPS8P5
100131084	10p11.23	DNM1P17
100131085	2p22.2	RPL7P12
100131087	17p12	RPLP1P11
100131089	15q15.1	SRP14-AS1
100131092	17q22	ISCA1P3
100131094	19p13.3	DPP9-AS1
100131096	17q25.3	TNRC6C-AS1
100131103	Xp11.3	TATDN2P1
100131107	1q21.3	LOC100131107
100131114	2q12.2	LOC100131114
100131117	3q13.31	ZBTB20-AS1
100131118	16p11.2	VN1R67P
100131124	6q15	LOC100131124
100131126	16q23.1	LOC100131126
100131127	8p21.1	LOC100131127
100131130	5q31.1	HNRNPA1P13
100131135	4q32.2	MTHFD2P4
100131137	19q13.33	BSPH1
100131138	12q24.11	LINC01405
100131141	19q11	VN1R95P
100131143	1p36.23	RPL23AP19
100131146	8q24.3	LOC100131146
100131151	3p14.1	RPLP0P8
100131158	4q25	LOC100131158
100131159	6p22.3	LOC100131159
100131160	5q14.1	RPL39P20
100131161	4q21.21	RPSAP39
100131173	5q35.3	RPS29P12
100131176	7q36.1	WDR86-AS1
100131183	7p14.1	HMGN2P30
100131187	1q23.3	TSTD1
100131188	13q33.1	LIPT1P1
100131189	13q22.2	SSR1P2
100131193	9q34.3	CCDC183-AS1
100131196	9q33.2	RPS25P8
100131200	Xq23	LOC100131200
100131205	1q32.3	RPL21P28
100131206	6p21.1	RPL29P16
100131207	2q23.3	DNAJA1P2
100131208	20p12.2	SNAP25-AS1
100131211	2q32.2	NEMP2
100131213	10q22.2	ZNF503-AS2
100131216	3q26.32	LOC100131216
100131223	1p35.3	LOC100131223
100131229	6p23	RPL6P17
100131230	3p22.3	RPL30P4
100131233	11q21	LOC100131233
100131234	1q32.1	MIR181A1HG
100131236	5q14.3	PCBP2P3
100131241	17q24.3	LOC100131241
100131244	15q15.1	ANKRD63
100131246	15q15.1	RPL9P27
100131250	15q15.2	SPCS2P1
100131252	8q21.11	FAM213AP2
100131254	8q11.23	LOC100131254
100131257	7p22.1	LOC100131257
100131261	1p12	PNRC2P1
100131264	7p22.2	LOC100131264
100131268	21q22.11	TPT1P1
100131279	16p11.1	C2orf69P3
100131280	5q22.1	LOC100131280
100131281	Xq23	GLUD1P9
100131284	2q14.3	LOC100131284
100131286	6q21	RPS19P5
100131289	6p22.1	LOC100131289
100131291	1p31.1	ACTG1P21
100131294	12q13.2	LOC100131294
100131302	14q11.2	PTCD2P1
100131303	16q22.1	LOC100131303
100131306	19p12	BNIP3P21
100131309	4p12	THAP12P9
100131315	15q13.3	LOC100131315
100131320	2q21.1	RAB6C-AS1
100131327	3p21.31	UQCRC2P1
100131328	10p12.1	FAM210CP
100131333	8q23.2	RPL18P6
100131338	10q25.3	RPL15P13
100131339	8q21.3	RPL32P4
100131340	Xq21.32	LOC100131340
100131347	17q12	LOC100131347
100131348	1p21.1	LOC100131348
100131358	Xq25	RPL3P12
100131360	3q29	LOC100131360
100131366	14q32.32	LINC00605
100131369	12p11.1	DUX4L27
100131370	10q23.31	DDX18P6
100131374	Yq11.21	PABPC1P5
100131378	11p13	C11orf91
100131379	14q22.3	RPL36AP1
100131387	17q12	RPL39P32
100131388	19q13.31	NDUFA3P1
100131390	2q31.1	SP9
100131393	2q23.3	UBQLN4P2
100131395	8p23.3	LOC100131395
100131396	10q11.22	RPS6P14
100131411	5q13.3	LOC100131411
100131415	4p16.3	OR7E163P
100131418	12p12.1	RPS27P22
100131425	7p21.1	LOC100131425
100131429	4q28.3	LOC100131429
100131434	Xq28	LINC00893
100131439	17q25.1	CD300LD
100131440	4q25	CDC42P4
100131441	4q13.1	LOC100131441
100131442	3q11.2	RCC2P5
100131448	Xq22.3	LOC100131448
100131451	1p35.1	TLR12P
100131454	17p13.3	DBIL5P
100131457	11q14.2	SLC25A1P1
100131465	1q44	LOC100131465
100131467	8q22.3	RPS6P9
100131469	Xp11.22	RPSAP62
100131471	6q24.2	LOC100131471
100131472	7p21.3	LOC100131472
100131478	2q33.2	NPM1P33
100131479	19p12	LOC100131479
100131481	2q31.1	RPL21P38
100131482	2q31.3	LOC100131482
100131493	Xq25	ZIK1P1
100131495	1p31.1	LOC100131495
100131496	20q13.12	LOC100131496
100131520	5q33.2	LOC100131520
100131526	10q22.2	RPL26P6
100131527	3q12.1	RPL19P7
100131528	12q14.3	APOOP3
100131529	12q23.1	LOC100131529
100131532	6q27	LOC100131532
100131533	1q44	LOC100131533
100131535	10q26.3	RPL5P28
100131536	22q12.3	LOC100131536
100131539	11q13.4	ZNF705E
100131546	2q37.1	ECEL1P1
100131548	3q26.1	RPS6P4
100131550	13q11	CNN2P12
100131551	3q29	LINC00887
100131553	4q34.1	LOC100131553
100131556	Xq13.1	LOC100131556
100131557	11p14.3	LOC100131557
100131561	13q32.3	FKSG29
100131562	2q31.1	LOC100131562
100131564	1p22.1	CCDC18-AS1
100131565	8p22	EIF4EP5
100131568	3p14.1	RBM43P1
100131572	1p34.3	RPS27P9
100131577	2q13	BMS1P19
100131593	8q22.3	LOC100131593
100131597	11p15.4	LOC100131597
100131604	2q24.2	LOC100131604
