entrez	cytoband	symbol	arm
100128888	4q31.21	RPSAP36	4q
100128889	1q25.1	NDUFAF4P4	1q
100128890	8p23.1	FAM66B	8p
100128893	18q11.2	GATA6-AS1	18q
100128894	Yp11.2	NAP1L1P2	Yp
100128898	5q33.3	LOC100128898	5q
100128899	2q35	RPL7L1P9	2q
100128902	13q13.3	PRDX3P3	13q
100128903	13q12.2	NPM1P4	13q
100128905	2q31.1	LINC01960	2q
100128906	9q31.1	LOC100128906	9q
100128908	14q11.2	LMLN2	14q
100128911	9q22.1	PCNPP2	9q
100128912	4p15.32	RPS21P4	4p
100128923	11q23.1	RPS6P16	11q
100128926	18p11.32	LOC100128926	18p
100128927	14q32.33	ZBTB42	14q
100128929	Xp21.3	LOC100128929	Xp
100128930	10p15.1	SDCBPP1	10p
100128934	10q11.21	FXYD6P1	10q
100128936	3p14.2	RPL10AP6	3p
100128939	14q32.12	LOC100128939	14q
100128944	12q13.3	YWHAQP3	12q
100128946	22q13.32	LINC01310	22q
100128948	19q13.13	LOC100128948	19q
100128958	1q43	LOC100128958	1q
100128961	8q22.3	GAPDHP62	8q
100128963	8q21.13	RPL3P9	8q
100128964	2q12.3	LOC100128964	2q
100128966	5q31.2	LOC100128966	5q
100128974	15q14	RBM17P4	15q
100128977	17q21.31	MAPT-AS1	17q
100128982	5q11.2	KATNBL1P4	5q
100128983	4q28.2	LOC100128983	4q
100128984	1q23.3	RPL35AP7	1q
100128985	6q16.3	NPM1P38	6q
100128988	20q12	LOC100128988	20q
100128990	10q23.31	MED6P1	10q
100128991	18q21.2	RSL24D1P9	18q
100128993	8p22-p21.3	LOC100128993	8p
100128998	20q13.33	C20orf181	20q
100129001	Xq21.33	LOC100129001	Xq
100129004	8p11.22	RPL3P10	8p
100129005	3p11.2	APOOP2	3p
100129007	1q24.1	FMO8P	1q
100129008	4q26	CUL4AP1	4q
100129009	7q22.3	DCAF13P1	7q
100129011	18q21.33	LSM6P1	18q
100129013	Xq13.1	ACTR3P2	Xq
100129017	1q31.3	RPL24P5	1q
100129023	13q31.1	ARF4P4	13q
100129027	21q22.3	LOC100129027	21q
100129028	2q31.1	RPLP1P4	2q
100129029	2q24.1	PKP4-AS1	2q
100129031	3p14.2	UBL5P3	3p
100129032	11q12.1	GLYATL1P1	11q
100129034	9q33.3	LOC100129034	9q
100129037	4p16.3	LOC100129037	4p
100129040	5p13.1	CCDC11P1	5p
100129045	3p24.2	EIF3KP2	3p
100129046	1p22.1	LOC100129046	1p
100129049	Xp21.2	PIGFP3	Xp
100129050	7p12.3	CICP20	7p
100129052	6p25.2	LOC100129052	6p
100129053	11q21	KDM4F	11q
100129055	10p11.1	LOC100129055	10p
100129060	3p21.31	SEMA3F-AS1	3p
100129061	6p21.31	RPL7P25	6p
100129066	9q22.2	UNQ6494	9q
100129067	11q12.3	NPM1P35	11q
100129074	6p24.2	THAP12P5	6p
100129075	14q22.3	KTN1-AS1	14q
100129078	12q12	LOC100129078	12q
100129080	19q13.2	TDGF1P7	19q
100129083	19q13.41	LOC100129083	19q
100129085	19q13.12	SELENOKP1	19q
100129086	12q13.13	HIGD1AP1	12q
100129090	1q32.3	RPS5P4	1q
100129094	1q42.13	BTNL10	1q
100129096	8q13.2	LOC100129096	8q
100129098	8q11.23	LOC100129098	8q
100129099	5q22.1	LOC100129099	5q
100129100	8q21.3	LOC100129100	8q
100129102	1q32.1	RPL22P4	1q
100129107	9p24.1	TCF3P1	9p
100129108	11p11.12	LOC100129108	11p
100129118	19p13.12	LOC100129118	19p
100129123	17q23.3	ACE3P	17q
100129124	15q12	TVP23BP1	15q
100129128	6q13	KHDC1L	6q
100129129	8p23.1	LOC100129129	8p
100129130	7q11.23	LOC100129130	7q
100129133	Xq21.31	LOC100129133	Xq
100129135	18q22.1	LOC100129135	18q
100129137	4q22.1	LOC100129137	4q
100129138	1p21.1	LOC100129138	1p
100129140	2p14	LOC100129140	2p
100129141	2p15	RPL21P37	2p
100129143	18q21.1	SMUG1P1	18q
100129144	Xq12	LOC100129144	Xq
100129148	7q34	LOC100129148	7q
100129155	6q21	LOC100129155	6q
100129156	10q22.3	RBBP6P1	10q
100129160	1q23.3	NMNAT1P2	1q
100129162	2p15	RSL24D1P2	2p
100129167	13q12.12	RFESDP1	13q
100129168	21q22.11	LOC100129168	21q
100129174	13q14.2	POLR2KP2	13q
100129175	2q35	LOC100129175	2q
100129176	14q32.32	RPL13P6	14q
100129179	14q23.1	RPL9P5	14q
100129180	1p22.1	RPL36AP11	1p
100129184	16p11.2	LOC100129184	16p
100129192	6p22.1	MICC	6p
100129193	9q32	MUPP	9q
100129195	6p22.1	ZSCAN16-AS1	6p
100129196	1p35.2	MATN1-AS1	1p
100129199	11q13.2	RPS3AP40	11q
100129201	11q23.3	PRR13P3	11q
100129202	9q22.1	LOC100129202	9q
100129203	11q21	LOC100129203	11q
100129205	1p31.3	LOC100129205	1p
100129213	10p12.33	SLC39A12-AS1	10p
100129215	16q24.2	LOC100129215	16q
100129216	11q13.4	DEFB131B	11q
100129223	12p13.32	THCAT155	12p
100129224	9q13	LOC100129224	9q
100129227	12q14.1	RPS6P22	12q
100129229	Xq27.3	HNRNPCP10	Xq
100129231	Xq25	HSPA8P20	Xq
100129234	2q14.2	RPL27P7	2q
100129237	8q12.1	NPM1P21	8q
100129239	Xq27.3	CXorf51A	Xq
100129243	1q41	RPS15AP12	1q
100129245	4q35.1	LOC100129245	4q
100129248	9p24.1	PDSS1P1	9p
100129250	9p21.1	SMIM27	9p
100129251	9p21.1	FTLP4	9p
100129254	22q11.21	LOC100129254	22q
100129256	15q22.2	NMNAT1P5	15q
100129259	13q32.1	BRD7P5	13q
100129260	13q31.3	RPL7L1P1	13q
100129262	22q11.21	LOC100129262	22q
100129265	19p12	LOC100129265	19p
100129269	1p13.2	LINC01160	1p
100129271	1q21.3	C1orf68	1q
100129272	Xq13.2	TOMM20P4	Xq
100129274	1q31.1	LOC100129274	1q
100129276	7p11.2	LOC100129276	7p
100129277	Xp11.22	TPMTP3	Xp
100129278	2p24.1	TDRD15	2p
100129279	5q13.2	RPS27P14	5q
100129283	5q14.3	LDHBP3	5q
100129284	Xp11.4	RPS15AP39	Xp
100129288	Xq11.2	MORF4L1P5	Xq
100129291	Xq13.1	LOC100129291	Xq
100129293	7q11.21	LOC100129293	7q
100129295	1q25.3	RPL22P24	1q
100129297	3q13.2	CD200R1L-AS1	3q
100129298	Xq21.2	TPMTP4	Xq
100129306	13q12.13	RPS20P32	13q
100129307	13q22.3	LOC100129307	13q
100129308	13q21.1	DNAJA1P1	13q
100129310	2q35	RPL31P14	2q
100129315	16p11.2	VN1R66P	16p
100129316	9q22.2	LOC100129316	9q
100129319	9q31.2	SLC25A6P5	9q
100129320	1p21.2	HMGB3P10	1p
100129321	7p14.1	LOC100129321	7p
100129325	1p31.1	HNRNPA1P64	1p
100129329	16p12.3	SNRPEP3	16p
100129331	9q13	RAB28P2	9q
100129332	9q32	RPL29P20	9q
100129337	10p12.31	EIF4BP2	10p
100129339	16p13.3	TPSP1	16p
100129340	9q22.1	LOC100129340	9q
100129344	4p16.1	LOC100129344	4p
100129345	14q32.2	LINC02291	14q
100129347	9q22.2	LINC00484	9q
100129348	1p22.3	CDCA4P2	1p
100129351	16p11.1	AGGF1P4	16p
100129352	9q34.11	LOC100129352	9q
100129354	3p21.31	NRADDP	3p
100129355	18p11.31	BOD1P2	18p
100129357	17q25.3	RPL9P29	17q
100129358	22q11.23	LOC100129358	22q
100129361	12p13.2	SMIM10L1	12p
100129367	8q24.23	LOC100129367	8q
100129368	Xq27.3	HNRNPH1P2	Xq
100129370	8q23.2	NDUFB9P3	8q
100129374	5q23.1	RPL18P3	5q
100129375	2q22.1	LOC100129375	2q
100129377	8q22.3	RPL23P9	8q
100129379	9p13.3	RPS29P17	9p
100129381	1p36.33	LOC100129381	1p
100129382	11p14.3	THAP12P4	11p
100129384	11p11.12	LOC100129384	11p
100129385	9p22.3	C9orf92	9p
100129387	15q21.2	GABPB1-AS1	15q
100129391	19p13.2	LOC100129391	19p
100129394	19p13.13	RPL12P42	19p
100129396	17p11.2	FAM106CP	17p
100129398	8p12	LPGAT1P1	8p
100129401	7q31.32	LYPLA1P1	7q
100129402	1q24.2	HAUS4P1	1q
100129403	3q26.1	EEF1GP4	3q
100129404	8p21.2	LOC100129404	8p
100129405	1q22	MSTO2P	1q
100129407	Xq13.1	FAM236A	Xq
100129418	2p22.2	RPL31P16	2p
100129421	1q25.3	RPL18P2	1q
100129422	6q22.31	LOC100129422	6q
100129423	3q26.32	EI24P1	3q
100129424	7q22.1	RPL19P12	7q
100129427	7p12.1	DDC-AS1	7p
100129428	1p13.3	RANP5	1p
100129434	2p16.1	LOC100129434	2p
100129438	Xq11.1	ZFRP1	Xq
100129452	13q13.2	GAMTP2	13q
100129454	5q33.3	SNRPEP1	5q
100129455	2q31.1	LOC100129455	2q
100129456	2q31.1	LOC100129456	2q
100129457	5q35.3	LOC100129457	5q
100129459	13q31.1	PWWP2AP1	13q
100129460	7p14.3	DPY19L1P1	7p
100129461	6p25.1	LYRM4-AS1	6p
100129464	Xp22.33	LINC01546	Xp
100129468	18p11.31	BOD1P1	18p
100129471	11q22.1	LOC100129471	11q
100129472	11q14.2	PTP4A1P6	11q
100129478	16p13.3	LOC100129478	16p
100129480	3p25.2	MKRN2OS	3p
100129482	10q11.21	ZNF37BP	10q
100129483	Xp22.2	LOC100129483	Xp
100129484	7p22.1	LOC100129484	7p
100129487	Xp22.33	RPL24P9	Xp
100129492	1p34.1	LOC100129492	1p
100129497	1p34.3	LOC100129497	1p
100129503	17q25.3	LOC100129503	17q
100129507	19q12	MAN1A2P1	19q
100129512	8q22.3	POU5F1P2	8q
100129515	Xq26.3	ETDB	Xq
100129516	3q29	LINC02012	3q
100129517	7q36.3	RPL26P23	7q
100129518	6q25.3	SOD2-OT1	6q
100129520	Xq25	TEX13C	Xq
100129526	5q23.1	LOC100129526	5q
100129527	8q21.11	LOC100129527	8q
100129528	12q24.33	MUC8	12q
100129534	1p36.32	LOC100129534	1p
100129540	15q25.1	LOC100129540	15q
100129542	17q23.1	RPS29P21	17q
100129543	19p12	ZNF730	19p
100129550	3q21.1	LINC02035	3q
100129552	10q23.2	RPS26P38	10q
100129553	7q22.3	RPL13AP16	7q
100129554	6q24.1	LOC100129554	6q
100129555	3q11.1	HMGN1P7	3q
100129556	18q11.2	RPS10P27	18q
100129557	3p12.2	HNRNPA3P8	3p
100129561	10q21.3	MYL6P3	10q
100129564	5q14.3	PTP4A1P4	5q
100129566	5q13.3	SNRPCP2	5q
100129570	1q31.3	PEBP1P3	1q
100129573	1q25.3	LOC100129573	1q
100129574	5q11.2	LOC100129574	5q
100129575	1q25.3	MR1P1	1q
100129577	6q24.1	LOC100129577	6q
100129583	4q21.1	FAM47E	4q
100129584	18q21.33	RPL17P44	18q
100129586	1q21.2	LOC100129586	1q
100129587	7q11.21	VN1R34P	7q
100129589	12q21.31	LOC100129589	12q
100129591	12q24.31	RPL29P24	12q
100129594	2q23.2	FAM8A3P	2q
100129595	13q12.13	PRUNEP1	13q
100129597	13q14.2	LINC00462	13q
100129599	7p14.3	RPS29P14	7p
100129601	9q21.13	LOC100129601	9q
100129603	7p22.2	LOC100129603	7p
100129604	10p11.1	PABPC1P12	10p
100129606	7p15.2	HNRNPA1P73	7p
100129607	11q12.1	LOC100129607	11q
100129611	1p36.21	PRAMEF31P	1p
100129616	6p22.3	LOC100129616	6p
100129617	16q23.3	LOC100129617	16q
100129618	3p25.1	THAP5P2	3p
100129620	1p21.3	LOC100129620	1p
100129622	10q11.21	RSU1P1	10q
100129626	6p25.2	LOC100129626	6p
100129627	16p11.1	PPP1R1AP2	16p
100129629	11q14.1	EIF2S2P6	11q
100129631	16p11.2	IGHV2OR16-5	16p
100129634	7p21.3	RPL9P19	7p
100129636	6p22.1	LOC100129636	6p
100129640	12p13.2	DDX55P1	12p
100129641	12p13.31	BTG1P1	12p
100129643	22q11.23	POM121L11P	22q
100129645	12p13.32	RPL18P9	12p
100129646	12p11.22	LOC100129646	12p
100129647	22q13.33	RPL5P35	22q
100129649	12q21.2	PGDP2	12q
100129650	19q13.11	RPS26P55	19q
100129654	8q13.1	TCF24	8q
100129657	3q29	RPL17P18	3q
100129661	Xq28	LOC100129661	Xq
100129662	Xq26.3	FGF13-AS1	Xq
100129664	1q41	PRELID3BP1	1q
100129667	8q11.23	LOC100129667	8q
100129669	9p21.3	IZUMO3	9p
100129670	11p12	RPL18P8	11p
100129672	11p11.12	LOC100129672	11p
100129682	19p13.2	LOC100129682	19p
100129683	17p11.1	LOC100129683	17p
100129685	17p13.2	RPL21P125	17p
100129687	15q13.1	LOC100129687	15q
100129690	1q23.1	RAD1P2	1q
100129692	Xq12	EIF4BP9	Xq
100129693	4q22.1	LOC100129693	4q
100129694	6q16.3	R3HDM2P2	6q
100129696	3q22.1	TFP1	3q
100129697	16q24.3	LOC100129697	16q
100129706	6q23.2	HMGB1P13	6q
100129707	3q13.33	LOC100129707	3q
100129708	Xp11.22	IPO7P1	Xp
100129714	4q25	RCC2P8	4q
100129716	5q14.3	ARRDC3-AS1	5q
100129718	2p21	RPS13P3	2p
100129722	9q34.3	STPG3-AS1	9q
100129723	Xq23	HMGB1P12	Xq
100129724	2p23.3	LOC100129724	2p
100129725	3q28	LOC100129725	3q
100129726	2p21	LINC01126	2p
100129727	3q21.3	TMED10P2	3q
100129728	4q12	LOC100129728	4q
100129731	10q23.33	RAB11AP1	10q
100129732	10q25.2	RPS6P15	10q
100129734	1q25.2	LOC100129734	1q
100129736	3q11.2	CDV3P1	3q
100129738	1q23.3	SETP9	1q
100129739	12q24.13	DYNLL1P4	12q
100129742	2q24.2	RPS3AP13	2q
100129743	2q33.2	RPL7P14	2q
100129755	6p22.1	RSL24D1P1	6p
100129761	6p24.1	AMD1P4	6p
100129769	18p11.22	AKR1B1P6	18p
100129772	6p22.1	TMPOP1	6p
100129774	18p11.32	LOC100129774	18p
100129776	1p36.23	LOC100129776	1p
100129777	14q11.2	BNIP3P6	14q
100129779	11q13.3	LOC100129779	11q
100129781	16p13.12	MIR193BHG	16p
100129782	14q23.2	ATP5F1AP4	14q
100129784	6p12.1	RPL17P26	6p
100129792	5p12	CCDC152	5p
100129793	9q33.2	TLK1P1	9q
100129794	14q13.3	SLC25A21-AS1	14q
100129795	11q13.4	NPM1P50	11q
100129796	19q13.43	RPL13P13	19q
100129799	12q13.11	RPL13AP21	12q
100129800	19q13.11	ZNF807	19q
100129801	17q25.3	RPL12P37	17q
100129808	3q29	RPL24P6	3q
100129813	Xq26.3	CT45A11P	Xq
100129815	8q23.1	PGAM1P13	8q
100129818	Xq23	LOC100129818	Xq
100129819	2q21.1	RPL22P7	2q
100129824	7q36.3	PIP5K1P2	7q
100129827	11p15.4	MRVI1-AS1	11p
100129830	15q21.1	LOC100129830	15q
100129836	13q34	COL4A2-AS2	13q
100129842	19p12	ZNF737	19p
100129843	Xq21.1	LOC100129843	Xq
100129844	6q24.1	LOC100129844	6q
100129845	7q22.1	PCOLCE-AS1	7q
100129847	6q15	LOC100129847	6q
100129851	Xp11.4	LOC100129851	Xp
100129853	10q21.3	DNAJC19P1	10q
100129854	6q16.3	LOC100129854	6q
100129856	7q34	RPL37AP5	7q
100129858	4q31.1	SCOC-AS1	4q
100129861	8p23.2	RSL24D1P7	8p
100129863	2p12	SUCLA2P2	2p
100129866	1q23.1	EI24P2	1q
100129867	18q21.33	RPL30P14	18q
100129871	7q21.3	GRPEL2P3	7q
100129878	18q21.1	LOC100129878	18q
100129880	12q23.2	NENFP2	12q
100129882	12q24.11	RPL31P49	12q
100129902	4p15.2	RPS29P11	4p
100129905	11q23.3	RPS27P19	11q
100129917	4p16.3	LOC100129917	4p
100129919	1p32.3	HMGB1P45	1p
100129920	11q13.4	HNRNPA1P40	11q
100129921	6p21.33	RPL15P4	6p
100129923	14q11.2	LOC100129923	14q
100129924	1p34.2	TMEM269	1p
100129926	1p36.11	RPL12P13	1p
100129928	14q23.2	RPL31P5	14q
100129929	3p25.2	NUP210P2	3p
100129930	6p12.1	RPL10P10	6p
100129931	4p16.1	LOC100129931	4p
100129933	11q12.1	GLYATL1P2	11q
100129934	6p21.1	RPL34P14	6p
100129935	19q13.2	LOC100129935	19q
100129937	12p12.1	KNOP1P1	12p
100129939	22q13.31	RPS10P31	22q
100129940	12q14.3	LOC100129940	12q
100129941	12q14.2	RSL24D1P5	12q
100129942	15q26.1	LOC100129942	15q
100129947	Xq25	LOC100129947	Xq
100129948	1q32.3	LOC100129948	1q
100129949	1q43	LOC100129949	1q
100129952	1q43	RPL39P10	1q
100129955	2q22.2	LOC100129955	2q
100129956	Xq28	LOC100129956	Xq
100129957	4q34.1	LOC100129957	4q
100129958	6q26	KRT8P44	6q
100129959	5q22.3	AK3P4	5q
100129960	8q13.3	SDCBPP2	8q
100129961	2q21.3	CCNT2-AS1	2q
100129966	11p15.1	LOC100129966	11p
100129969	9p13.3	FAM205C	9p
100129972	15q22.2	NPM1P47	15q
100129973	15q21.2	CERNA1	15q
100129975	19p13.2	RPL10P15	19p
100129976	19p12	BRI3BPP1	19p
100129982	2p21	RPL12P19	2p
100129983	4q12	UBE2CP3	4q
100129989	3q13.13	LOC100129989	3q
100129991	2p12	RPL38P2	2p
100129994	Xq11.2	GRPEL2P2	Xq
100129995	2p23.2	LINC01460	2p
100129996	6q25.2	LOC100129996	6q
100129997	Xp11.21	LOC100129997	Xp
100129998	10q25.3	RPL5P27	10q
10013	Xp11.23	HDAC6	Xp
100130001	5q11.2	LOC100130001	5q
100130002	3q21.1	HNRNPA1P23	3q
100130003	18q21.2	SNRPGP2	18q
100130006	1q25.2	EIF4A1P11	1q
100130009	2p13.1	HMGA1P8	2p
100130011	3q25.2	SYPL1P1	3q
100130014	9q34.3	SETP5	9q
100130015	16q24.3	URAHP	16q
100130017	4q13.2	FTLP10	4q
100130018	1q21.1	LOC100130018	1q
100130026	2q33.1	LOC100130026	2q
100130027	8q24.3	LOC100130027	8q
100130029	13q12.12	HMGA1P6	13q
100130034	1p21.2	RPL36AP12	1p
100130035	Xp22.13	LOC100130035	Xp
100130038	11q14.3	OSBPL9P2	11q
100130042	5p13.1	MTHFD2P6	5p
100130043	11q14.2	SETP17	11q
100130044	16q13	LOC100130044	16q
100130048	14q24.3	LOC100130048	14q
100130049	9q21.33	LOC100130049	9q
100130052	Xp21.3	LOC100130052	Xp
100130059	16p11.1	VN1R70P	16p
100130060	16q21	GNPATP	16q
100130063	5p15.31	LOC100130063	5p
100130064	3p22.1	EIF4BP4	3p
100130066	11q14.1	RPL9P22	11q
100130067	4p15.32	HPRT1P1	4p
100130070	4p15.2	RPS27P13	4p
100130072	4p16.1	LOC100130072	4p
100130073	12p13.2	IQSEC3P2	12p
100130074	12p13.31	KRT17P8	12p
100130075	12q15	LOC100130075	12q
100130079	22q12.2	RFPL4AP6	22q
100130086	Xq28	HSFX2	Xq
100130088	5q33.2	LOC100130088	5q
100130090	Xq24	SFR1P1	Xq
100130099	1q43	MIPEPP2	1q
100130102	2q14.3	LOC100130102	2q
100130105	11p11.12	TRIM51CP	11p
100130106	17q23.2	RPS23P7	17q
100130108	19p12	ZNF849P	19p
100130109	19p13.3	SNRPEP4	19p
100130110	17p12	ZSWIM5P1	17p
100130111	15q13.1	LOC100130111	15q
100130114	17q12	LOC100130114	17q
100130117	13q31.1	DDX6P2	13q
100130119	13q13.3	LAMTOR3P1	13q
100130121	7p11.2	LOC100130121	7p
100130134	Xq21.31	LOC100130134	Xq
100130137	1q31.2	LOC100130137	1q
100130139	3p22.2	UBE2D3P2	3p
100130148	17q21.31	MAPT-IT1	17q
100130155	8q12.3	MIR124-2HG	8q
100130158	8q24.13	KNOP1P5	8q
100130167	13q32.2	NUS1P4	13q
100130170	Xq26.1	LOC100130170	Xq
100130171	2q31.1	LOC100130171	2q
100130172	5q31.2	LOC100130172	5q
100130176	Xq22.2	LOC100130176	Xq
100130177	5q33.3	LOC100130177	5q
100130178	4q31.21	LSM3P4	4q
100130180	16q11.2	LOC100130180	16q
100130183	Xq26.2	RPS24P19	Xq
100130187	7q33	TUBB3P2	7q
100130190	Xq26.3	SRRM1P3	Xq
100130192	19q13.11	RPS12P31	19q
100130196	1p31.3	HNRNPCP9	1p
100130197	1p33	EFCAB14-AS1	1p
100130203	11q14.3	LOC100130203	11q
100130204	3p12.3	NIPA2P2	3p
100130207	3p26.2	LOC100130207	3p
100130209	2p12	LOC100130209	2p
100130210	7p11.2	LOC100130210	7p
100130211	Xq21.2	EEF1A1P29	Xq
100130225	8q13.3	RPL13P11	8q
100130231	8q24.13	LINC00861	8q
100130233	Xp21.1	NPM1P8	Xp
100130234	7p21.1	EEF1A1P27	7p
100130235	1p21.3	KATNBL1P2	1p
100130238	12q24.33	LOC100130238	12q
100130239	9p21.3	UBA52P6	9p
100130240	21q22.11	RPS5P2	21q
100130247	18p11.32	COX6CP3	18p
100130249	1q42.3	PP2672	1q
100130251	1q41	NXNP1	1q
100130253	10q23.31	RCBTB2P1	10q
100130256	2q31.1	LOC100130256	2q
100130259	Xq26.1	SALL4P2	Xq
100130260	5q32	EEF1GP2	5q
100130264	20p11.23	LOC100130264	20p
100130265	5q23.3	ARL2BPP4	5q
100130268	12q21.1	LOC100130268	12q
100130270	1p31.3	LOC100130270	1p
100130274	8q24.3	CCDC166	8q
100130275	6p24.3	TFAP2A-AS1	6p
100130277	Yp11.2	CDC27P2	Yp
100130279	4q21.1	HMGB1P44	4q
100130283	16p13.2	LOC100130283	16p
100130286	3p24.1	RPL34P11	3p
100130289	1q32.1	SNRPGP10	1q
100130298	8q12.2	LOC100130298	8q
100130299	8q11.21	LOC100130299	8q
100130300	8q11.23	RPS27AP13	8q
100130301	8q21.11	C8orf89	8q
100130302	Xp22.11	SUPT20HL1	Xp
100130307	7p22.1	SPDYE19P	7p
100130310	21q21.2	MSANTD2P1	21q
100130311	17p13.2	C17orf107	17p
100130313	13q32.3	RPS6P23	13q
100130316	5q23.2	SELENOTP2	5q
100130319	10q25.3	TAF9BP2	10q
100130321	8p23.3	LOC100130321	8p
100130326	3p12.1	LOC100130326	3p
100130327	3p11.1	NDUFA5P5	3p
100130329	18p11.21	LOC100130329	18p
100130331	1q43	LOC100130331	1q
100130335	3q13.33	NAP1L1P3	3q
100130338	22q11.1	PABPC1P9	22q
100130342	19q13.11	SCGB2B3P	19q
100130345	3p14.2	LOC100130345	3p
100130347	4q13.1	RPS6P5	4q
100130348	11q13.1	TMEM262	11q
100130353	11q23.3	LOC100130353	11q
100130357	6p24.1	LOC100130357	6p
100130359	Xp11.3	MED28P4	Xp
100130361	Xq13.1	CXorf49	Xq
100130368	17q24.3	SNRPGP4	17q
100130370	17q25.3	LOC100130370	17q
100130373	20q11.23	LOC100130373	20q
100130374	20q13.12	RPL13P14	20q
100130376	8q24.21	MTRF1LP2	8q
100130383	1p13.2	HIGD1AP12	1p
100130384	11p15.3	CENPUP1	11p
100130386	13q34	LINC00552	13q
100130388	2q13	EEF1E1P1	2q
100130391	2q11.2	YWHAQP5	2q
100130392	8p22	RPL9P20	8p
100130394	5q35.1	LOC100130394	5q
100130396	4q31.23	ATP5MGP4	4q
100130400	10q21.3	RPL21P92	10q
100130402	6q22.33	B3GALNT2P1	6q
100130403	6p12.1	LOC100130403	6p
100130405	14q32.32	HMGB3P26	14q
100130409	10q25.1	BTF3P15	10q
100130417	1p36.33	LINC02593	1p
100130418	22q11.1	CECR7	22q
100130435	Xq21.33	RPS7P13	Xq
100130437	15q22.31	LOC100130437	15q
100130446	7q36.3	RPS27AP12	7q
100130447	2q33.2	RPL12P16	2q
100130448	8q24.13	MRS2P1	8q
100130449	2q37.3	LOC100130449	2q
100130450	2q37.3	RPL3P5	2q
100130451	2q34	LOC100130451	2q
100130452	2q33.1	LOC100130452	2q
100130455	1p22.2	LOC100130455	1p
100130459	4p16.3	LOC100130459	4p
100130460	11p15.4	CAND1.11	11p
100130461	Xp22.2	CBX1P4	Xp
100130462	13q21.1	HNF4GP1	13q
100130466	1q42.13	NUCKS1P1	1q
100130476	6q23.3	LOC100130476	6q
100130480	18p11.31	LINC01387	18p
100130481	3q28	CCT6P4	3q
100130484	3q11.2	UBFD1P1	3q
100130485	1q42.3	LOC100130485	1q
100130487	18p11.21	LOC100130487	18p
100130488	2q11.1	LOC100130488	2q
100130490	19q13.43	TPRG1LP1	19q
100130495	15q26.1	RPS12P26	15q
100130497	1p31.3	LOC100130497	1p
100130500	Xq21.33	LOC100130500	Xq
100130514	5q11.2	PGAM1P1	5q
100130519	19p13.11	TMEM221	19p
100130520	17q25.1	CD300H	17q
100130522	18q23	PARD6G-AS1	18q
100130523	2q34	RPL5P8	2q
100130524	8q22.1	RPL6P23	8q
100130528	5p13.3	SUCLG2P4	5p
100130531	1p22.1	LOC100130531	1p
100130532	4p14	LOC100130532	4p
100130535	6q22.32	VIM2P	6q
100130537	4q31.22	RPL31P26	4q
100130539	10q11.21	C10orf142	10q
100130548	9q34.2	LOC100130548	9q
100130549	2q14.3	ISCA1P6	2q
100130550	3q22.1	LOC100130550	3q
100130555	12q21.32	RPL23AP68	12q
100130557	1p34.2	NFYC-AS1	1p
100130561	22q12.1	HMGB1P10	22q
100130562	12q24.23	RPS2P5	12q
100130564	9q22.33	SEPT7P7	9q
100130566	16p13.3	EIF1P4	16p
100130571	14q11.2	LOC100130571	14q
100130572	7q21.11	RAD23BP2	7q
100130574	5q11.2	LOC100130574	5q
100130579	15q24.1	PHBP20	15q
100130581	17q21.31	LINC00910	17q
100130582	12p13.31	LOC100130582	12p
100130584	19p13.3	CLIC4P2	19p
100130587	20q13.33	LOC100130587	20q
100130600	7q32.1	CICP14	7q
100130602	16q12.1	LOC100130602	16q
100130603	16p11.2	RBM22P13	16p
100130606	6p21.1	NPM1P51	6p
100130607	Xq26.3	LOC100130607	Xq
100130612	8p21.1	LOC100130612	8p
100130613	Xq25	PRR32	Xq
100130618	7q31.32	LOC100130618	7q
100130620	Xq26.3	LOC100130620	Xq
100130621	Xq26.3	RANP4	Xq
100130624	22q12.1	RPL15P22	22q
100130626	1p31.3	ELOCP18	1p
100130630	1p31.1	RPL23P3	1p
100130631	12q23.3	EEF1B2P4	12q
100130632	19q13.11	LOC100130632	19q
100130636	9q21.32	SPATA31D2P	9q
100130637	1q25.2	MORF4L1P7	1q
100130639	5q13.1	LOC100130639	5q
100130640	Xq11.2	YWHAZP7	Xq
100130649	2p11.2	LOC100130649	2p
100130660	15q14	HNRNPA1P45	15q
100130664	16q24.3	LOC100130664	16q
100130671	9p21.3	IFNWP9	9p
100130673	7p14.3	LOC100130673	7p
100130674	4p15.1	LOC100130674	4p
100130676	5p13.1	RPSAP38	5p
100130677	13q21.31	NFYAP1	13q
100130680	7q31.2	LOC100130680	7q
100130682	2q23.1	LOC100130682	2q
100130683	6q21	LOC100130683	6q
100130684	Xq26.1	LOC100130684	Xq
100130687	5q23.1	FABP5P6	5q
100130691	2q31.2	LOC100130691	2q
100130693	2q21.1	ARHGAP42P2	2q
100130698	10q22.3	LOC100130698	10q
100130699	5q23.1	RSL24D1P10	5q
100130700	16p11.1	TP53TG3HP	16p
100130701	3q13.33	LOC100130701	3q
100130704	7q32.3	LOC100130704	7q
100130705	7q32.1	ATP6V1FNB	7q
100130708	22q13.31	ANP32BP2	22q
100130714	1p34.1	LOC100130714	1p
100130717	22q11.1	HDHD5-AS1	22q
100130718	13q14.3	RPL34P26	13q
100130719	1q23.3	UQCRBP2	1q
100130721	7q11.21	RSL24D1P3	7q
100130724	Xq12	LOC100130724	Xq
100130731	2p25.1	LOC100130731	2p
100130733	5q12.1	LRRC70	5q
